,ID,Name,Artist,Release_Date,duration_ms,score,num_sp_playlists,sp_popularity,sp_streams,weekly_sp_stream,monthly_sp_streams
42497,7qr5suodnFUXn22zNL5CwA,Trên Đỉnh Phù Vân,['Mỹ Linh'],1997-01-01,409404,0,1,0,3748,981,2264
42498,6ZmfI27F9ZjGtR08EF6YMz,Khoảnh Khắc,['Mỹ Linh'],1997-01-01,295575,0,1,0,2885,35,384
42765,4axWuVuPmYYlwNQ09YJh74,Hà Nội đêm trở gió,['Mỹ Linh'],1997-01-01,400773,0,21,6,23149,215,1008
42766,5JSKlnfkNtd7byZHhfuIev,Hà Nội mùa vắng những cơn mưa,['Mỹ Linh'],1997-01-01,291026,2,14,7,31897,961,1119
42767,32DR8vT7wQQuX3JVNQwocN,Nỗi buồn,['Mỹ Linh'],1997-01-01,346253,0,8,0,16535,380,288
42768,3UWL0V4EVXLWtL9F3ehCl9,Bống bồng ơi,['Mỹ Linh'],1997-01-01,222773,0,6,2,7389,121,442
42769,6B07dLRoSxMCH8Rr3PofTv,Chiều phủ Tây Hồ,['Mỹ Linh'],1997-01-01,309613,0,45,7,55725,146,751
42770,4joutwAIEWHmbkvbCXdLl6,Có phải em mùa thu Hà Nội,['Mỹ Linh'],1997-01-01,349266,0,241,19,339723,1317,5271
42771,6fixMfaYfzsEO52vkuGB4K,Chị tôi,['Mỹ Linh'],1997-01-01,277773,0,23,5,40727,236,1727
42772,0brnsyuLJzsy0sRvloWk7X,Hoa sữa,['Mỹ Linh'],1997-01-01,265573,0,94,16,244367,838,2759
42773,2w53Z7JG4D9VaXJDdQtM4l,Em hãy ngủ đi,['Mỹ Linh'],1997-01-01,218600,0,8,2,6855,212,1274
42774,48iSo9zWXmOmPYiobiu1RT,Lãng đãng chiều đông Hà Nội,['Mỹ Linh'],1997-01-01,418120,0,75,9,69309,280,1206
43327,7dsgirgBC8PdxDSdzTIQLS,Có những con đường,['Mỹ Linh'],1994-01-01,321018,0,3,0,41844,934,855
43328,3U7jmYRTDCrT4p1cUT6ITR,Xin trả nợ người,['Mỹ Linh'],1994-01-01,353149,0,19,0,101513,1176,8311
43329,3pUiAdPcSrWtyTjSjSnn7W,Bên đời hiu quạnh,['Mỹ Linh'],1994-01-01,263288,0,1,0,12976,353,3638
43330,2x7zEKEnej5uveSrW826j2,Quỳnh hương,['Mỹ Linh'],1994-01-01,257097,0,4,1,23724,283,1563
43331,0eGiB8kE8i0EO0IW16c2vi,Tôi ơi đừng tuyệt vọng,['Mỹ Linh'],1994-01-01,299075,0,1,0,26606,32,273
43332,6E8dOrC2oPnUSnTybDpMSx,Còn mãi tìm nhau,['Mỹ Linh'],1994-01-01,288156,0,1,0,11000,61,723
43333,32KtQy0mDhGulya8pYQHtQ,Ở trọ,['Mỹ Linh'],1994-01-01,243931,0,8,1,56236,205,821
43334,2vQhrP6GP65Vwfdv5Zj7ET,Đường xa vạn dặm,['Mỹ Linh'],1994-01-01,214413,0,3,0,9778,1117,3234
43335,4v5A5tfRb1YEUNxm3PKPy0,Cát bụi,['Mỹ Linh'],1994-01-01,257097,0,1,0,7025,415,11155
43336,6qYScdP9BQlDGaaJzG172m,Một cõi đi về,['Mỹ Linh'],1994-01-01,263471,0,1,0,13149,353,3183
43623,7uuiYj4CNoGrZ7syq2bGPQ,Cuộc tình hoàng hôn,['Mỹ Linh'],1992-01-01,240760,0,0,0,21396,2486,4159
43624,5VhxcNpMQjWcsTZIU650am,Lẻ loi,['Mỹ Linh'],1992-01-01,283293,0,0,0,23002,3185,5863
43625,3ZdhXMA6nplmVzG2XhQXfj,Chị tôi,['Mỹ Linh'],1992-01-01,273373,0,1,0,375425,459,938
43626,2oTA8croKcV3p2P1za9mSk,Vỗ cái trống cơm,['Mỹ Linh'],1992-01-01,254133,0,0,0,6950,2643,7721
43627,17jumdZx8iDcNyN1zBF7XP,Đôi ta,['Mỹ Linh'],1992-01-01,256733,0,0,0,16787,2591,12189
43628,03hdLYeAAsPW8hJCtrJJOt,Chuyện tình cô hàng chè tươi,['Mỹ Linh'],1992-01-01,328733,0,0,0,554902,6607,25933
43629,2sDS0zqx9NGQe2ljCqvqaR,Chút kỷ niệm buồn,['Mỹ Linh'],1992-01-01,305986,0,0,0,11420,3194,6308
43630,0uhjRQ1E1DnLwjIIuZPhhM,Chuyện tình cô gái hái sim,['Mỹ Linh'],1992-01-01,371733,0,0,0,22225,4075,10493
43631,6FipO6lPXSrp3YfNrBviAS,Cánh hoa lẻ loi,['Mỹ Linh'],1992-01-01,293266,0,2,0,16379,110,749
43632,1X2HCxxGedusLxyunkNfBF,Tiếng hát chim đa đa,['Mỹ Linh'],1992-01-01,276706,0,1,0,25513,148,679
43633,5Hh6tI8k8ZEy7mlZngI5F7,Chị tôi,['Mỹ Linh'],1992-01-01,273333,0,0,0,96223,2586,4107
43634,2fynms1DgzSfnO82T96eaI,Chút kỷ niệm buồn,['Mỹ Linh'],1992-01-01,304853,0,0,0,11854,3189,5824
43635,3z1h2lHWnw2ecuPoyFZYcT,Túy Âm,['Xesi'],2025-01-09,202005,4,734,42,12201624,61248,210195
43636,3b2kCFZhX9GYnQ58qL1cAM,Vô Tình,['Xesi'],2025-01-09,273894,10,1691,39,4283551,35520,111037
43637,3kPKR0JQHv7SaotfAi8NpD,Qua Những Tiếng Ve,['Xesi'],2025-01-09,245996,0,115,24,917796,6712,11504
43638,5PLq13LwyP5qQ0Nbw9a1Xl,Cho Tôi Say,['Xesi'],2025-01-09,250712,0,1,6,27795,348,904
43639,4yIlDXJ2t5fl1v7aAKplGx,Nửa Đêm Ngoài Phố,['Phan Đinh Tùng'],2021-01-14,307800,0,6,1,7562,105,708
43640,3fJOsQHuZHWXBQH0jZVE8t,Xót Xa,['Phan Đinh Tùng'],2021-01-14,318693,0,8,1,9061,210,830
43641,30vamL5Q9M48XXe9zi5CmO,Sang Ngang - Song Ca,['Phan Đinh Tùng'],2021-01-14,336500,0,1,0,1901,2580,3959
43642,6d3JZEkAW9G24tGiZizic3,Người Ngoài Phố,['Phan Đinh Tùng'],2021-01-14,287765,0,8,0,8270,216,1404
43643,7pnEHR7oxwyOUobnAhhOXu,Mùa Xuân Đó Có Em,['Phan Đinh Tùng'],2021-01-14,319000,0,6,1,6933,243,610
43644,42fflh91Cz87ZH1HWlhyfG,Đoạn Tái Bút - Song Ca,['Phan Đinh Tùng'],2021-01-14,302250,0,2,1,10975,139,541
43645,6Kim9DMC9rpYjcLpTuMhnF,Thành Phố Buồn,['Phan Đinh Tùng'],2021-01-14,358141,0,9,4,12800,167,1327
43646,0X9MFE67blj3FwWB8MQxlM,Cho Vừa Lòng Em,['Phan Đinh Tùng'],2021-01-14,357800,0,6,0,9263,402,1811
43647,1gQ0n20NAgIvZ6tTcbRCC1,Giọt Lệ Sầu,['Phan Đinh Tùng'],2021-01-14,323360,0,3,0,6518,1125,1773
43648,5nn2C2s2uZ2XPChcRs4pLS,Sang Ngang,['Phan Đinh Tùng'],2021-01-14,340867,0,12,0,9892,678,2367
43649,4lTuKfuIP7zniOOiFsaW0S,Đoạn Tái Bút,['Phan Đinh Tùng'],2021-01-14,303647,0,10,2,8623,118,760
43650,5UHXmLZ7JbKBqlHj3fsFCl,Nửa Đêm Ngoài Phố - Instrumental,['Phan Đinh Tùng'],2021-01-14,307747,0,0,0,11537,3197,6326
43651,6yWORQ6lrzw4MvuSaOoclb,Cho Vừa Lòng Em - Instrumental,['Phan Đinh Tùng'],2021-01-14,358027,0,0,0,24962,4084,10608
43652,2ymQkFmdu7v2XgpxwIG7YE,Mùa Xuân Đó Có Em - Instrumental,['Phan Đinh Tùng'],2021-01-14,318931,0,0,0,126650,3344,7349
43681,5nsyuHqebpGe6yCC5clBSe,Sao Biển,['Phan Đinh Tùng'],2018-10-14,315187,2,2,0,100183,6685,12232
43682,0gMKXxMDoU3r9Pj69XYemv,Nhìn Lên Ảnh Mẹ,['Phan Đinh Tùng'],2018-10-14,245547,0,1,0,10258,539,2643
43683,06paOiDOivm7pfHqAsHBDv,Trên Con Dường Về Quê,['Phan Đinh Tùng'],2018-10-14,350093,0,1,0,23693,990,2384
43684,02jxu1eehNE04GjXWTeOTj,Cung Chúc Trinh Vương,['Phan Đinh Tùng'],2018-10-14,310093,0,3,1,52198,424,533
43685,3CCw9HKqhdz6HGZpbT0UNZ,Mẹ Thiên Chúa,['Phan Đinh Tùng'],2018-10-14,286067,0,0,0,18162,3189,5658
43686,3dSVJS4spBFTLL9ioU3KbY,Kìa Bà Nào,['Phan Đinh Tùng'],2018-10-14,278013,0,3,2,1515,265,750
43727,0ZvwIdpm5RkqMg1ZtACDDE,Hồng Ân,['Phan Đinh Tùng'],2016-01-14,275173,0,5,2,2402,141,598
43728,4rlHwBzSV7jPVM6EOetRY4,Tình Yêu Thiên Chúa,['Phan Đinh Tùng'],2016-01-14,278099,0,20,0,32248,615,8616
43729,6YMWFu0s78P5AJh1XN5jDl,Trong Trái Tim Chúa,['Phan Đinh Tùng'],2016-01-14,332067,0,6,3,4518,1508,1410
43730,2gXWnfpRhcxMwD0zCpL1AQ,Dấu Thánh,['Phan Đinh Tùng'],2016-01-14,309101,0,0,1,1385,2920,2796
43731,2jHnLp5e23ytCswvNTWugW,Thập Giá,['Phan Đinh Tùng'],2016-01-14,329195,0,0,0,1440,6607,21863
43732,7McjQaGHMDVfrzpQzNMGIU,Đường Tình Con Theo,['Phan Đinh Tùng'],2016-01-14,282906,0,0,1,1433,2921,2144
43733,2W5lfs8gnQZEhaa5h2Hb9U,Xin Giữ Dùm Con,['Phan Đinh Tùng'],2016-01-14,337336,0,0,1,1980,4948,6826
43734,0xMh9KoICxYs56VjSEG4Nj,Chúa Không Lầm,['Phan Đinh Tùng'],2016-01-14,274747,0,4,3,2388,198,897
43735,339iKnx4bDyNVvjPjKVkFO,Điều Ước,['Phan Đinh Tùng'],2016-01-14,286453,0,0,0,1642,3189,5658
43736,27g9gYLNWaKvXt3mx0YSrc,Cùng Giêsu Bước Tới,['Phan Đinh Tùng'],2016-01-14,221074,0,0,0,1067,2587,4292
43737,3cqO35rC84I7LbN24BFtRU,Chúa Sống Lại Rồi,['Phan Đinh Tùng'],2016-01-14,293746,0,6,2,3494,96,1461
43769,5oMnqj7ghvPCfUhfuO6h9B,Sẽ Yêu Hơn Ngày Xưa,['Phan Đinh Tùng'],2015-05-20,249680,0,0,0,20695,2571,4888
43802,1he33tr2C0p0pTYGioZzbF,Nửa Hồn Thương Đau,['Phan Đinh Tùng'],2015-01-14,277368,0,1,0,1525,149,673
43803,3PEpKNhbqGrfd0onVUJK3f,Một Mình,['Phan Đinh Tùng'],2015-01-14,326053,0,1,0,200078,2707,3713
43804,5drZ5VUv16JrTfhB3ZKlR2,Bản Tình Ca Cho Em,['Phan Đinh Tùng'],2015-01-14,306624,0,0,0,1073,3194,6327
43805,0RxrEiInIxdgnULbVII5mM,Bức Họa Đồng Quê,['Phan Đinh Tùng'],2015-01-14,227400,0,1,0,26585,853,4301
43806,4fmjj6NmwC1kMrLmgQ0Gap,Riêng Một Góc Trời,['Phan Đinh Tùng'],2015-01-14,337944,0,0,0,2609,5537,11882
43807,71ugz4x9tMyarqQC2DaQaY,Cơn Gió Thoảng,['Phan Đinh Tùng'],2015-01-14,281784,0,0,0,1355,3186,5626
43808,2l9Y5n5RouWUHUv5lTGMwk,Đời Đá Vàng,['Phan Đinh Tùng'],2015-01-14,309720,0,1,0,2435,65,451
43809,6k8EFiskwWkeNMeyjObshD,Thương Nhau Ngày Mưa,['Phan Đinh Tùng'],2015-01-14,313693,0,2,0,1682,261,579
43810,6nP2BcUfWkbostj798Ix0D,Giọt Nước Mắt Ngà,['Phan Đinh Tùng'],2015-01-14,297038,0,0,0,1038,3178,5764
43811,11Br6Yj6oouCWsE6p0QbAJ,Lệ Đá,['Phan Đinh Tùng'],2015-01-14,297665,0,0,0,1054,3177,5730
43812,1N8y06cl4aXlYGG10wMpgX,Về Đây Nghe Em,['Phan Đinh Tùng'],2015-01-14,296880,0,3,0,1947,464,1188
43856,64DN4pySqSRCezE6GY9GWY,Dạ Khúc Cho Tình Nhân,['Phan Đinh Tùng'],2014-01-14,306285,0,1,0,16981,68,406
43857,1ELmcLFtARbCFR0oei5ujn,Anh Còn Nợ Em,['Phan Đinh Tùng'],2014-01-14,270493,0,3,1,8183,398,1010
43858,2dSR1HNauAxtnjfoirYsts,Lời Cuối Cho Em,['Phan Đinh Tùng'],2014-01-14,297325,0,4,0,22980,164,879
43859,1VJ1H8XgcT8I2Ia9Q0VL9r,Đưa Em Tìm Động Hoa Vàng,['Phan Đinh Tùng'],2014-01-14,281129,0,0,0,13481,3185,5317
43860,5cumQS3LIF3sOCYGEQYvtA,Xin Còn Gọi Tên Nhau,['Phan Đinh Tùng'],2014-01-14,258795,0,2,1,115837,238,3638
43861,6QMtHc3bjOSdKjovxJNE3y,Cô Đơn,['Phan Đinh Tùng'],2014-01-14,326765,0,0,0,1130840,6528,23614
43862,4diq50qLzPNJZk1VSh85So,Qua Cơn Mê,['Phan Đinh Tùng'],2014-01-14,293642,0,1,0,9420,34,497
43863,5C3x128fiU1zcGfHlyDSKC,Bản Tình Cuối,['Phan Đinh Tùng'],2014-01-14,338337,0,0,0,28628,5457,11882
43864,2NhdT0QDCurE9cNhMjpE3m,Chiếc Lá Thu Phai,['Phan Đinh Tùng'],2014-01-14,274808,0,1,0,614349,218,853
43865,4Kap88Mx7QJAtBpUq2vrIB,Rong Rêu,['Phan Đinh Tùng'],2014-01-14,256914,0,0,0,8876,2591,12189
43866,6qT6Vnr1lGFPEtR6KupDbK,Mắt Biếc,['Phan Đinh Tùng'],2014-01-14,306102,0,1,0,16981,68,406
43867,6qFzCFIFvbxYdPi7q7Wbts,Dấu Tình Sầu,['Phan Đinh Tùng'],2014-01-14,280440,0,0,0,15280,3185,5317
43923,6y7bs60gtgd5KVtW0DFwC6,Vì Ai Buông Lơi,['Phan Đinh Tùng'],2012-01-14,282514,0,0,0,7776,3185,5654
43924,2zPM35DHpUveo2sk0Qeu1q,Vì Một Lần Yêu,['Phan Đinh Tùng'],2012-01-14,270706,0,3,1,22349,413,985
43925,3Gr1Zo4m2SH1yFCudFtkfW,Mong Nhớ,['Phan Đinh Tùng'],2012-01-14,293067,0,0,0,10063,3176,5976
43926,4FRI6SjReqfTDAYlPEAdka,Những Nụ Cười Việt Nam,['Phan Đinh Tùng'],2012-01-14,216346,0,0,0,1296,2707,3974
43927,5x5ER7mTheQmDLIhQXjZ0R,Có Khi Ta Đã Yêu,['Phan Đinh Tùng'],2012-01-14,236068,0,0,0,19275,2484,3861
43928,52uvjfjkJy9Z80QCQ77mby,Mất Đi Một Phương Trời,['Phan Đinh Tùng'],2012-01-14,298475,0,1,0,2487,31,234
43929,6aWCM7PA9pJnHv1jhGrh9E,Hết Yêu,['Phan Đinh Tùng'],2012-01-14,209533,0,0,0,2283,2606,3795
43930,0upRILteuwzker1v6Ynzk7,Làm Gì Để Quay Trở Lại,['Phan Đinh Tùng'],2012-01-14,249657,0,2,1,4721,362,969
43931,6uETluUaloPF25uUNkisJW,Tình Yêu Trong Anh,['Phan Đinh Tùng'],2012-01-14,202333,0,0,0,3129,2807,5260
43932,5rP5Y8RaJz0SHVi8atQUk1,Đừng Nhìn Lại,['Phan Đinh Tùng'],2012-01-14,232826,0,0,0,3016,2483,3951
43933,548pim7HmwSwVkTZBRJ6Gz,Vì Một Lần Yêu - Instrumental,['Phan Đinh Tùng'],2012-01-14,270706,0,0,0,17051,2559,4330
43934,1XWfonvFs21wGrIg3HLgUL,Làm Gì Để Quay Trở Lại - Instrumental,['Phan Đinh Tùng'],2012-01-14,250693,0,0,0,23567,2695,5835
43935,3XW6OCuXJLEFbT2ZrNEv50,Những Nụ Cười Việt Nam - Instrumental,['Phan Đinh Tùng'],2012-01-14,216293,0,0,0,6922,2707,3974
43936,6njgcDz5cAizEn3jjd8u92,Hết Yêu - Instrumental,['Phan Đinh Tùng'],2012-01-14,210106,0,0,0,3726,2596,3795
44075,5dPsSBLTFuP82Fg1DQ6nbH,Về Với Ngài,['Phan Đinh Tùng'],2011-01-14,302654,0,14,10,25363,477,1559
44076,4P419pbJh2WJcv0axiRDgw,Làm Dấu,['Phan Đinh Tùng'],2011-01-14,327157,2,27,0,54215,5755,40036
44077,1uIOTgP3y6u5MHBuO9bGNm,Ơn Gọi Của Ngôi Sao,['Phan Đinh Tùng'],2011-01-14,282488,0,5,4,11367,121,1564
44078,6lK9EjV49JXWt69ahZHhZG,Hãy Thắp Sáng Lên,['Phan Đinh Tùng'],2011-01-14,229720,0,15,12,35021,458,2578
44079,5MyxoSharHyfGc7qQohfJC,Khúc Ca Tạ Ơn,['Phan Đinh Tùng'],2011-01-14,347820,0,35,0,51810,470,2468
44080,2bcEsSU3elK6eDSRC00CTV,Lắng Nghe Lời Chúa,['Phan Đinh Tùng'],2011-01-14,294530,0,17,12,29903,498,1909
44081,0tULoEsBg1kRagy9IJy4FS,Nếu Như Còn Nhớ,['Phan Đinh Tùng'],2011-01-14,335412,0,3,2,6240,2539,1449
44082,1G4labWwpvSgDnLNqeFxm9,Bỏ Ngài Con Theo Ai,['Phan Đinh Tùng'],2011-01-14,306416,0,22,11,28857,540,1474
44083,297Zf1rKxzOuetH18Qrlh7,Tình Chúa Cao Vời,['Phan Đinh Tùng'],2011-01-14,217260,2,43,17,94456,1001,4117
44084,7IWdM83rR8eTXMmEJDkDaX,Về Với Ngài - Instrumental,['Phan Đinh Tùng'],2011-01-14,304920,0,0,1,10646,2932,2064
44085,2jOqqSlKyN0sxvR0lHAkbK,Làm Dấu - Instrumental,['Phan Đinh Tùng'],2011-01-14,328093,0,0,1,249366,6019,20546
44086,4ILEc7ye7e9BWJUU172KS8,Ơn Gọi Của Ngôi Sao - Instrumental,['Phan Đinh Tùng'],2011-01-14,281493,0,0,0,9015,3185,5312
44168,7ERRBzKuwTl4uKoymVMeoP,Yêu Thương Mong Manh,['Phan Đinh Tùng'],2011-01-14,284186,0,1,0,4389,60,606
44169,5dz9NQcSxBI5aUPVQY3HP4,Đếm Từng Ngày Xa Anh,['Phan Đinh Tùng'],2011-01-14,282463,0,2,0,4612,158,864
44170,66g6UYyYLHEBujGUnJRq6d,Níu Kéo Hay Buông Tay,['Phan Đinh Tùng'],2011-01-14,253857,0,0,0,8531,2643,6874
44171,5pWUn3XEzFmUslBHHdIIEy,Được Là Chính Tôi,['Phan Đinh Tùng'],2011-01-14,239307,0,0,0,10990,2486,4087
44172,1mWU8vStsm48L38Q7o66Oc,Lỡ Lầm,['Phan Đinh Tùng'],2011-01-14,293302,0,0,0,12885,3176,5977
44173,79jFk2fU59DZIktpMp9NT0,Yêu Thương Mong Manh - Instrumental,['Phan Đinh Tùng'],2011-01-14,289093,0,1,0,11080,56,785
44261,4lx4st7mJHptl1SstswTxJ,Bất Chợt Một Tình Yêu,['Phan Đinh Tùng'],2011-01-14,255007,0,1,0,10011,471,6688
44262,6C21uwMe3z6zYYgwmJmsJi,Nghìn Trùng Xa Cách,['Phan Đinh Tùng'],2011-01-14,247954,0,0,0,20301,2565,4446
44352,2vgTqK5AiroDZaUNhwCzrS,Kiếp Dã Tràng,['Phan Đinh Tùng'],2010-01-20,326582,0,6,3,24391,1868,7614
44353,4c9Ypyz3lSHdffYzVpiTFa,Nếu Không Chỉ Là Mơ,['Phan Đinh Tùng'],2010-01-20,301800,0,3,0,28140,432,1073
44354,7LCqbc2A11O1oJNvDeXiZJ,Tổn Thương,['Phan Đinh Tùng'],2010-01-20,220512,0,1,0,9333,799,3731
44355,6oYtyepLXSiYMfjSTaJh4x,Ngôi Sao Lẻ Loi,['Phan Đinh Tùng'],2010-01-20,334008,2,49,21,185464,3962,11692
44356,3ZxWNCpt8iPTIEmLRoCNAV,Cha Yêu Con Con Trai,['Phan Đinh Tùng'],2010-01-20,294920,0,0,1,23593,2916,2137
44357,3jTVpYp9wBBousiMB26VaY,SOS Kẹt Xe,['Phan Đinh Tùng'],2010-01-20,218044,0,0,0,4287,2641,4074
44358,2Yyw9WhsJg6U8oD34kcF6l,Mãi Mãi Trong Lòng Anh,['Phan Đinh Tùng'],2010-01-20,276000,0,0,0,76552,2476,5177
44359,15pIGL8L4KqaU55SAtLlIe,Như Chuyện Thần Tiên,['Phan Đinh Tùng'],2010-01-20,225074,0,0,0,10617,2613,3873
44360,2vXgobh40VfMiPPQCtuqPG,Lột Xác,['Phan Đinh Tùng'],2010-01-20,212636,0,5,0,16451,615,1735
44361,376X5TgVuQ5k4Rtadz1RCe,Ngàn Lần Khắc Tên Em,['Phan Đinh Tùng'],2010-01-20,327624,0,7,2,9524,1980,11842
44362,6Vb7vZlrx2xLFXVdH1cXmt,Thất Bại Và Thành Công,['Phan Đinh Tùng'],2010-01-20,228024,0,0,0,11608,2662,4327
44363,0d7mi2wkcPrap2PJ4ud4kC,Người Vội Bước,['Phan Đinh Tùng'],2010-01-20,229773,0,0,0,19195,2745,4807
44364,5RWN7nbaelUHSdEKETFIu2,Cơn Gió Mùa Hè,['Phan Đinh Tùng'],2010-01-20,269818,0,1,0,43629,392,1165
44365,0k3dZNtAdHv7gV7i2fC8q4,Ngủ Ngon Nhé Vợ Yêu,['Phan Đinh Tùng'],2010-01-20,231825,0,0,0,7271,2547,4018
44469,24lrPaSlmsKXtcLnIWi3SE,Tình Yêu Tuyệt Vời,['Phan Đinh Tùng'],2009-01-20,278804,0,105,23,448679,2557,9016
44470,3s0Lf0fryYWRrDB8KDzMXN,Bình Minh Sẽ Mang Em Về,['Phan Đinh Tùng'],2009-01-20,266187,0,171,8,370819,930,6809
44471,6xX9fRVIFu4EDpllVAi0aO,Khúc Hát Mừng Sinh Nhật,['Phan Đinh Tùng'],2009-01-20,209653,29,214,19,559902,31036,130520
44472,109lELcfU2m7kIU02XdEiL,Hãy Quay Về,['Phan Đinh Tùng'],2009-01-20,270027,0,19,1,33036,764,2172
44473,3z8RS34DegdNayljqLFoTH,Hãy Chờ Anh - Pop Version,['Phan Đinh Tùng'],2009-01-20,211774,0,5,0,8546,624,1746
44474,4zSBxVpV43XE5DtaJQubJd,Hãy Cứ Là Em,['Phan Đinh Tùng'],2009-01-20,229381,0,5,0,6475,629,3332
44475,0pNeT4z8WHtgb1lD0wC6xi,Nhớ Ơn Mẹ,['Phan Đinh Tùng'],2009-01-20,290011,0,4,0,5211,175,2260
44476,16qcZvWhY4GLe8tcMO952K,Lối Đi Riêng Anh,['Phan Đinh Tùng'],2009-01-20,264724,0,4,0,10852,552,2407
44477,61kI6AXhg6EgrtPQFl1CSB,Hát Cho Tình Yêu,['Phan Đinh Tùng'],2009-01-20,227448,0,4,0,8817,829,3513
44478,3ovTLA4TnWz01CdfRUh04z,Lời Dạy Của Cha,['Phan Đinh Tùng'],2009-01-20,377573,2,6,0,7056,7592,32338
44479,1lzcluglSauAGJ9it52V0z,Nhớ Về Em,['Phan Đinh Tùng'],2009-01-20,256235,0,7,0,13948,308,13065
44480,0sSfN0DE3e84bo8IlzwqzL,Because I Love You - English Version,['Phan Đinh Tùng'],2009-01-20,262791,0,7,1,18497,176,1573
44481,0Jd0tpw30BZVyewkEECKe4,Tình Khúc Cầu Hôn,['Phan Đinh Tùng'],2009-01-20,261407,0,0,0,2967,2537,5924
44482,75VPN30WrDNGHtX3gAejML,Hãy Chờ Anh - Ballad Version,['Phan Đinh Tùng'],2009-01-20,259134,0,3,0,4406,681,17851
44483,4bt9CFhEA6fPtPSjxREIxz,Tình Yêu Tuyệt Vời - Instrumental,['Phan Đinh Tùng'],2009-01-20,278883,0,2,0,5629,193,877
44484,0zbmBX36uQyv3cbsIDMw2e,Khúc Hát Mừng Sinh Nhật - Instrumental,['Phan Đinh Tùng'],2009-01-20,204512,0,4,0,6971,1078,2936
44485,0K5cLY9UXmbJMS6Vdix1bt,Bình Minh Sẽ Mang Em Về - Instrumental,['Phan Đinh Tùng'],2009-01-20,265247,0,2,0,5059,511,1828
44486,1rXQtHmDvygHUfYwUPsFZd,Because I Love You - English Version Instrumental,['Phan Đinh Tùng'],2009-01-20,264071,0,1,0,6328,364,2149
44608,0iIdWc4WufPknvrwpKL65V,Cọp Con,['Phan Đinh Tùng'],2008-08-14,241972,0,1,0,2450,524,2923
44609,1izMmXLIfZ6P2rBLQsQFQL,Hạnh Phúc Tròn Tròn,['Phan Đinh Tùng'],2008-08-14,218450,0,1,0,1318,887,3364
44733,4g3SWeyzPMZCEomctF0ZfR,Anh Phải Làm Sao,['Phan Đinh Tùng'],2008-08-14,253361,0,3,2,22522,323,2145
44734,4aZe9O7NrmvCtUWt3nED3Y,Người Ra Đi Là Anh,['Phan Đinh Tùng'],2008-08-14,280137,0,0,0,4554,3185,5317
44735,1lvGSFStXPtLMbHQuyvZct,Mưa Nước Mắt,['Phan Đinh Tùng'],2008-08-14,267755,0,1,0,5787,430,1377
44736,1htMxKUtcYy82zI6VRqwCA,Tình Sẽ Về Đâu,['Phan Đinh Tùng'],2008-08-14,280867,0,0,0,15391,3185,5317
44737,2ee3hFWMcC3atBfXCzQY5p,Trái Tim Vỡ,['Phan Đinh Tùng'],2008-08-14,280240,0,0,0,13348,3185,5317
44738,1u9RVEXPDTEaxvSpfzh9NA,Tôi Đã Biết,['Phan Đinh Tùng'],2008-08-14,260571,0,0,0,3308,2537,6776
44739,2vtwyiXlZvyHiXkyEEBqGl,Đông Sàn Dị Mộng,['Phan Đinh Tùng'],2008-08-14,256707,0,0,0,16787,2591,12189
44740,5s3y86SDbIW0GbctOdSfVC,Nước Mắt Muộn Màng,['Phan Đinh Tùng'],2008-08-14,273867,0,0,0,186679,2518,4159
44741,3z5PPhk5FwzFjvPGNhf3p1,Duyên Số Cầm Ca,['Phan Đinh Tùng'],2008-08-14,283320,0,0,0,24273,3185,5863
44742,3oeIZqVi4YYF7DbK0NywUq,Trái Tim Mong Manh,['Phan Đinh Tùng'],2008-08-14,261613,0,0,0,8227,2537,5926
44743,6Iq8NGYx7ApRxoLmX8pfSd,Tình Vay,['Phan Đinh Tùng'],2008-08-14,360453,0,0,0,28029,4088,10609
44878,4ZwywbKNZP7hOXDVvxvBBb,Nếu Em Không Phải Một Giấc Mơ,['Phan Đinh Tùng'],2008-07-14,286320,0,4,2,69207,130,852
44879,5hRk72vS7NxkI7wAHL6ZyL,Vết Thương Lòng,['Phan Đinh Tùng'],2008-07-14,318393,0,13,0,16930,581,16938
44880,6LvmAet2sezOUPkwxlapH0,Chiếc Khăn Gió Ấm,['Phan Đinh Tùng'],2008-07-14,217913,0,2,1,27847,590,1537
44881,6MuF3RWwBoxghC08dPYPuv,Ngày Em Đi,['Phan Đinh Tùng'],2008-07-14,308584,0,1,0,10779,69,430
44882,0Q8K5D5lx50RtQlveaRZ35,Và Tôi Vẫn Hát,['Phan Đinh Tùng'],2008-07-14,211753,0,0,0,5570,2610,3644
44883,3bYuQRh2GSE4NAq5z0v23B,Nụ Cười Thiên Sứ,['Phan Đinh Tùng'],2008-07-14,245394,0,3,0,4189,807,3159
44884,0860pZ4oe89Ggz90d0YGvZ,Khúc Nhạc Tình,['Phan Đinh Tùng'],2008-07-14,281857,0,0,0,4235,3186,5626
44885,1U1JLRIWMo5FvXVDcnT5Nt,Gió Vô Tình,['Phan Đinh Tùng'],2008-07-14,289253,0,5,1,42266,101,1167
44886,75H8rRUlFtd5tJlLA3Isuv,Ước Mơ Đom Đóm,['Phan Đinh Tùng'],2008-07-14,232620,0,1,0,8685,463,3503
44887,06dvLMBG2DeVohaZkta1hY,Ngồi Bên Em - Remix,['Phan Đinh Tùng'],2008-07-14,226730,0,29,1,42688,312,1310
